instruction,input,output
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Hanif, I was born on 13-09-1978, and my place of birth is Durg  at 3:57, and my zodiac sign is taurus.","Sun in 10th House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Girish, I was born on 15-12-1999, and my place of birth is Chikka Mandya at 15:45, and my zodiac sign is virgo.","Moon in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Hema, I was born on 26-01-1995, and my place of birth is Latur  at 8:52, and my zodiac sign is capricorn.","Moon in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Garg, I was born on 10-03-1944, and my place of birth is Hanumangarh  at 4:37, and my zodiac sign is gemini.","Ketu in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Chasmum, I was born on 21-09-1979, and my place of birth is Satara  at 22:8, and my zodiac sign is libra.","Saturn in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Devjeet, I was born on 23-07-1963, and my place of birth is Sawai Madhopur  at 17:0, and my zodiac sign is aquarius.","Sun in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Arya, I was born on 11-02-1952, and my place of birth is Jaisalmer at 7:46, and my zodiac sign is cancer.","Ketu in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kamya, I was born on 09-05-1981, and my place of birth is Jammu  at 17:32, and my zodiac sign is scorpio.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Daksha, I was born on 25-01-1989, and my place of birth is Porbandar  at 11:46, and my zodiac sign is pisces.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aadhavi, I was born on 11-02-1948, and my place of birth is Bilaspur  at 17:59, and my zodiac sign is aries.","Ketu in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Yogesh, I was born on 14-08-1979, and my place of birth is Kullu at 21:25, and my zodiac sign is leo.","Rahu in 5th House so you should invest in foreign stocks. Some stocks in this field are NVIDIA, Microsoft, Apple, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Farida, I was born on 02-02-1952, and my place of birth is Tarkarli at 11:7, and my zodiac sign is sagittarius.","Sun in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kirti, I was born on 01-10-1952, and my place of birth is Delhi at 19:57, and my zodiac sign is taurus.","Rahu in 10th House so you should invest in sports stocks. Some stocks in this field are the Madison Square Garden Company, Churchill Downs Incorporated, Formula One Group, PENN Entertainment etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Amit, I was born on 02-02-1994, and my place of birth is Gopalpur at 18:22, and my zodiac sign is virgo.","Sun in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Vaibhav, I was born on 23-10-1972, and my place of birth is Rishra  at 6:17, and my zodiac sign is capricorn.","Jupiter in 1st House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aayod, I was born on 23-10-1958, and my place of birth is Baraut  at 16:25, and my zodiac sign is gemini.","Mars in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Abhishek, I was born on 20-07-1978, and my place of birth is Somnath at 13:7, and my zodiac sign is libra.","Mars in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Charita, I was born on 30-10-1995, and my place of birth is Ravangla at 0:23, and my zodiac sign is aquarius.","Jupiter in 10th House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Bharat, I was born on 11-09-1971, and my place of birth is Gandhinagar  at 22:30, and my zodiac sign is cancer.","Ketu in 1st House so you should invest in spritual stocks. Some stocks in this field are Divine Dance, Blissful Balance, Sacred Space, Awakened Journeys, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Akanksha, I was born on 18-07-1991, and my place of birth is Seoni  at 10:23, and my zodiac sign is scorpio.","Mars in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kirandeep, I was born on 18-05-1949, and my place of birth is Alipurduar at 4:1, and my zodiac sign is pisces.","Venus in 3rd House so you should invest in beauty stocks. Some stocks in this field are Tira, V-Mart Nykaa,  etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Dipta, I was born on 02-11-1993, and my place of birth is Buxar  at 14:58, and my zodiac sign is aries.","Saturn in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Lata, I was born on 19-08-1981, and my place of birth is Kasganj  at 23:15, and my zodiac sign is leo.","Mars in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Jamir, I was born on 07-04-1991, and my place of birth is Tirunelveli at 1:48, and my zodiac sign is sagittarius.","Venus in 5th House so you should invest in entertainment stocks. Some stocks in this field are PVR INOX, Shemaroo Entertainment, Tips Industries, Network18, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Deependra, I was born on 09-02-1992, and my place of birth is Vizianagaram at 21:20, and my zodiac sign is taurus.","Venus in 12th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Abeer, I was born on 20-04-1980, and my place of birth is Burari  at 7:2, and my zodiac sign is virgo.","Jupiter in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Divyaraj, I was born on 19-06-1986, and my place of birth is Damoh  at 4:34, and my zodiac sign is capricorn.","Mars in 9th House so you should invest in sports stocks. Some stocks in this field are the Madison Square Garden Company, Churchill Downs Incorporated, Formula One Group, PENN Entertainment etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Gita, I was born on 28-11-1997, and my place of birth is Kadapa at 12:17, and my zodiac sign is gemini.","Saturn in 2nd House so you should invest in Banking, Finance stocks. Some stocks in this field are ICICI Bank, Kotak Mahindra Bank, HDFC Bank, Axis Bank, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Divyam, I was born on 28-06-1954, and my place of birth is Khanna  at 11:49, and my zodiac sign is libra.","Venus in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Damini, I was born on 25-01-1999, and my place of birth is Azamgarh  at 6:57, and my zodiac sign is aquarius.","Sun in 7th House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Bhavika, I was born on 18-03-1961, and my place of birth is Ahmadnagar  at 23:52, and my zodiac sign is cancer.","Rahu in 5th House so you should invest in foreign stocks. Some stocks in this field are NVIDIA, Microsoft, Apple, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Fatima, I was born on 20-04-1992, and my place of birth is Thanjavur at 5:21, and my zodiac sign is scorpio.","Saturn in 2nd House so you should invest in Banking, Finance stocks. Some stocks in this field are ICICI Bank, Kotak Mahindra Bank, HDFC Bank, Axis Bank, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Anshuman, I was born on 09-03-1974, and my place of birth is Bhiwani at 11:50, and my zodiac sign is pisces.","Sun in 3rd House so you should invest in media and communication stocks. Some stocks in this field are Reliance Industries, Hathway, Route Mobile, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ibrahim, I was born on 02-10-1987, and my place of birth is Durgapur  at 15:0, and my zodiac sign is aries.","Sun in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Anuraktika, I was born on 05-04-1986, and my place of birth is Rae Bareli  at 18:7, and my zodiac sign is leo.","Rahu in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aayush, I was born on 18-02-1981, and my place of birth is Orchha at 12:52, and my zodiac sign is sagittarius.","Mars in 12th House so you should invest in foreign stocks. Some stocks in this field are NVIDIA, Microsoft, Apple, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Anjaneya, I was born on 17-12-1962, and my place of birth is Ayodhya at 6:12, and my zodiac sign is taurus.","Sun in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aarya, I was born on 20-05-1985, and my place of birth is Bidar  at 7:35, and my zodiac sign is virgo.","Sun in 1st House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ilakkiyan, I was born on 05-03-1942, and my place of birth is Bhind  at 4:12, and my zodiac sign is capricorn.","Ketu in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ekta, I was born on 19-06-1964, and my place of birth is Ranikhet at 20:22, and my zodiac sign is gemini.","Ketu in 12th House so you should invest in spritual stocks. Some stocks in this field are Divine Dance, Blissful Balance, Sacred Space, Awakened Journeys, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Madhusudan, I was born on 02-05-1981, and my place of birth is Vrindavan at 3:57, and my zodiac sign is libra.","Moon in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Dhaval, I was born on 19-03-1997, and my place of birth is Tonk at 23:21, and my zodiac sign is aquarius.","Sun in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Anubhuti, I was born on 08-06-1999, and my place of birth is Narkanda at 18:45, and my zodiac sign is cancer.","Mars in 1st House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Prasad, I was born on 28-10-1986, and my place of birth is Bhopal  at 7:13, and my zodiac sign is scorpio.","Mars in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aswad, I was born on 27-08-1983, and my place of birth is Bir Billing at 22:41, and my zodiac sign is pisces.","Sun in 2nd House so you should invest in gold and luxury goods, and since Moon is in 2nd House, you can also invest in media stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Tina, I was born on 02-07-1976, and my place of birth is Mahabubnagar at 15:11, and my zodiac sign is aries.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kaiyen, I was born on 29-04-1952, and my place of birth is Varanasi  at 0:25, and my zodiac sign is leo.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Elili, I was born on 16-01-1995, and my place of birth is Sangli Miraj Kupwad  at 4:15, and my zodiac sign is sagittarius.","Saturn in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Janaki, I was born on 23-09-1952, and my place of birth is Shamli  at 5:26, and my zodiac sign is taurus.","Rahu in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Chathresh, I was born on 01-06-1979, and my place of birth is Rewa  at 5:18, and my zodiac sign is virgo.","Venus in 9th House so you should invest in beauty stocks. Some stocks in this field are Tira, V-Mart Nykaa,  etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Abdur, I was born on 20-10-1956, and my place of birth is Chhattarpur  at 20:39, and my zodiac sign is capricorn.","Rahu in 5th House so you should invest in foreign stocks. Some stocks in this field are NVIDIA, Microsoft, Apple, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Abrar, I was born on 15-01-1943, and my place of birth is Tenali  at 17:17, and my zodiac sign is gemini.","Rahu in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Mohan, I was born on 01-06-1994, and my place of birth is Shoja at 16:52, and my zodiac sign is libra.","Mercury in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ahinsa, I was born on 18-02-1946, and my place of birth is Vadodara at 8:34, and my zodiac sign is aquarius.","Sun in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aadidev, I was born on 26-05-1991, and my place of birth is Amravati  at 10:38, and my zodiac sign is cancer.","Sun in 7th House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Jahanvi, I was born on 21-01-1949, and my place of birth is Coorg at 20:6, and my zodiac sign is scorpio.","Venus in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Bibhu, I was born on 05-04-2001, and my place of birth is Hampi at 7:21, and my zodiac sign is pisces.","Moon in 2nd House so you should invest in gold and luxury goods, and since Moon is in 2nd House, you can also invest in media stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Mridula, I was born on 01-02-1943, and my place of birth is Kumbakonam at 15:12, and my zodiac sign is aries.","Mercury in 1st House so you should invest in media and communication stocks. Some stocks in this field are Reliance Industries, Hathway, Route Mobile, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Chander, I was born on 07-02-1960, and my place of birth is Chidambaram at 2:26, and my zodiac sign is leo.","Venus in 3rd House so you should invest in beauty stocks. Some stocks in this field are Tira, V-Mart Nykaa,  etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Fatahun, I was born on 19-08-1991, and my place of birth is Port Blair  at 18:29, and my zodiac sign is sagittarius.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Arpita, I was born on 10-06-2001, and my place of birth is Chitradurga  at 6:11, and my zodiac sign is taurus.","Saturn in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Mohini, I was born on 28-03-1950, and my place of birth is Khurja  at 10:37, and my zodiac sign is virgo.","Saturn in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kavyansh, I was born on 11-06-1959, and my place of birth is Mussoorie at 0:54, and my zodiac sign is capricorn.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ilamaran, I was born on 10-07-1992, and my place of birth is Vizianagaram at 4:11, and my zodiac sign is gemini.","Venus in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Shalini, I was born on 11-03-1943, and my place of birth is Gandhidham  at 16:34, and my zodiac sign is libra.","Sun in 5th House so you should invest in entertainment stocks. Some stocks in this field are PVR INOX, Shemaroo Entertainment, Tips Industries, Network18, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Anubhav, I was born on 26-10-1949, and my place of birth is Puri  at 10:48, and my zodiac sign is aquarius.","Mercury in 3rd House so you should invest in media and communication stocks. Some stocks in this field are Reliance Industries, Hathway, Route Mobile, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Vijaya, I was born on 16-06-1990, and my place of birth is Gonda  at 21:19, and my zodiac sign is cancer.","Jupiter in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aastha, I was born on 25-03-1947, and my place of birth is Puttaparthi at 22:9, and my zodiac sign is scorpio.","Mercury in 8th House so you should invest in Retail stocks. Some stocks in this field are V2 Retail, V-Mart Retail, Sai Silks (Kalamandir) Ltd, Spencer's Retail etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Faizan, I was born on 29-03-1987, and my place of birth is Hoshangabad  at 2:34, and my zodiac sign is pisces.","Saturn in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aatreya, I was born on 11-12-1946, and my place of birth is Habra  at 16:9, and my zodiac sign is aries.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Humaid, I was born on 16-07-1944, and my place of birth is Mandya  at 1:44, and my zodiac sign is leo.","Ketu in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Inderpal, I was born on 19-11-1976, and my place of birth is Machilipatnam  at 18:6, and my zodiac sign is sagittarius.","Ketu in 12th House so you should invest in spritual stocks. Some stocks in this field are Divine Dance, Blissful Balance, Sacred Space, Awakened Journeys, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Eiravati, I was born on 24-05-2001, and my place of birth is Rohtak at 13:44, and my zodiac sign is taurus.","Mars in 12th House so you should invest in foreign stocks. Some stocks in this field are NVIDIA, Microsoft, Apple, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aritra, I was born on 14-06-2000, and my place of birth is Brahmapur at 14:2, and my zodiac sign is virgo.","Mercury in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kavisha, I was born on 21-06-1974, and my place of birth is Asansol  at 23:56, and my zodiac sign is capricorn.","Saturn in 2nd House so you should invest in Banking, Finance stocks. Some stocks in this field are ICICI Bank, Kotak Mahindra Bank, HDFC Bank, Axis Bank, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ekta, I was born on 03-01-1979, and my place of birth is Madurai at 18:5, and my zodiac sign is gemini.","Ketu in 5th House so you should invest in spritual stocks. Some stocks in this field are Divine Dance, Blissful Balance, Sacred Space, Awakened Journeys, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Avnindra, I was born on 13-01-1950, and my place of birth is Kirari Suleman Nagar  at 21:48, and my zodiac sign is libra.","Moon in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Jigruksha, I was born on 29-04-1978, and my place of birth is Gandhinagar at 6:27, and my zodiac sign is aquarius.","Mercury in 10th House so you should invest in government projects stocks. Some stocks in this field are Ircon International, Engineers India, NBCC (India) Limited, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ekanpreet, I was born on 29-08-1959, and my place of birth is Bangalore at 3:15, and my zodiac sign is cancer.","Sun in 12th House so you should invest in foreign stocks. Some stocks in this field are NVIDIA, Microsoft, Apple, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Inabat, I was born on 09-03-1947, and my place of birth is Adityapur  at 6:42, and my zodiac sign is scorpio.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Konkana, I was born on 27-08-1956, and my place of birth is Bilaspur at 23:30, and my zodiac sign is pisces.","Jupiter in 5th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
